"mention_name","mention_type","mention_popularity","mention_address","zip_code","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles"
"santee alley","pedestrian","3","""Santee Alley, Fashion District, Bunker Hill, LA, Los Angeles County, California, CA 90015, United States of America""","90015","-118.2556487","34.0374632","2","""beverly hills_and_big bear lake.json,beverly hills_and_pasadena.json"""
"santee street","primary","1","""Santee Street, Skid Row, Bunker Hill, LA, Los Angeles County, California, 90015, United States of America""","90015","-118.2517859","34.041247","1","beverly hills_and_pasadena.json"
"santiago","residential","6","""Santiago, Sycamore Creek, Temescal Valley, Riverside County, California, 92883, United States of America""","92883","-117.460743626056","33.7435727","9","""anaheim_and_temecula.json,avalon_and_san bernardino.json,fremont_and_newport beach.json,long beach_and_oakland.json,los angeles_and_temecula.json,san diego_and_temecula.json,san jose_and_temecula.json,santa ana_and_santa cruz.json,stockton_and_temecula.json"""
"santiago canyon","landfill","2","""Santiago Canyon Landfill, 3099, Cowan Heights, Orange County, California, 92869, United States of America""","92869","-117.733124211204","33.78114255","16","""anaheim_and_irvine.json,anaheim_and_riverside.json,bakersfield_and_newport beach.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_irvine.json,huntington beach_and_oakland.json,huntington beach_and_santa ana.json,huntington beach_and_santa clarita.json,irvine_and_long beach.json,long beach_and_riverside.json,newport beach_and_oakland.json,newport beach_and_santa ana.json,oakland_and_riverside.json,oakland_and_santa ana.json,riverside_and_santa ana.json"""
"santiago canyon road","trunk","1","""Santiago Canyon Road, Orange, Orange County, California, 92689, United States of America""","92689","-117.7489078","33.7814286","1","fremont_and_huntington beach.json"
"santiago creek","stream","4","""Santiago Creek, Kern County, California, United States of America""","","-119.2913576","35.0035876","11","""bakersfield_and_newport beach.json,big bear lake_and_santa clarita.json,fremont_and_newport beach.json,fresno_and_santa ana.json,huntington beach_and_oakland.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_oakland.json,oakland_and_riverside.json,oakland_and_santa ana.json"""
"santiago creek trail","track","3","""Santiago Creek Trail, Orange, Orange County, California, 92687, United States of America""","92687","-117.7669135","33.8095041","5","""big bear lake_and_santa clarita.json,long beach_and_riverside.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_riverside.json"""
"santiago island","tertiary","1","""Santiago Drive, Newport Center, Newport Beach, Orange County, California, 92660, United States of America""","92660","-117.894017","33.6324615","1","avalon_and_santa cruz.json"
"santorini","residential","4","""Santorini, Westpark, Irvine, Orange County, California, 92606, United States of America""","92606","-117.8160351","33.6896632","3","""avalon_and_long beach.json,avalon_and_sacramento.json,huntington beach_and_santa barbara.json"""
"sanuk","clothes","1","""Sanuk, 1550, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America""","92802","-117.9223259","33.8089446","1","fremont_and_santa monica.json"
"sarasota","track","1","""Sarasota, Pioneertown, San Bernardino County, California, 92268, United States of America""","92268","-116.4721819","34.185227","1","oakland_and_santa barbara.json"
"saratoga avenue","residential","1","""Saratoga Avenue, Old Town, San Diego, San Diego County, California, 92107, United States of America""","92107","-117.2454919","32.746017","1","newport beach_and_san diego.json"
"saratoga creek park","park","1","""Saratoga Creek Park, Lawrence Expressway, San Jos��, Santa Clara County, California, 95129, United States of America""","95129","-121.9966666","37.3002778","1","mammoth lakes_and_san luis obispo.json"
"saratoga creek trail","stream","1","""Saratoga Creek, Santa Clara County, California, United States of America""","","-122.0984944","37.2547362","1","mammoth lakes_and_san luis obispo.json"
"saratoga park","park","1","""Saratoga Park, Kingsley Street, Montclair, San Bernardino County, California, 91763, United States of America""","91763","-117.687191148025","34.06586565","1","newport beach_and_san diego.json"
"sassafras street","secondary","1","""Sassafras Street, Hillcrest, San Diego, San Diego County, California, 92103, United States of America""","92103","-117.1792479","32.7353092","17","""anaheim_and_carlsbad.json,anaheim_and_san francisco.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,beverly hills_and_temecula.json,carlsbad_and_long beach.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,carlsbad_and_los angeles.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san francisco_and_temecula.json,san jose_and_temecula.json"""
"saugus","suburb","10","""Saugus, Santa Clarita, Los Angeles County, California, United States of America""","","-118.5168256","34.4493489","13","""bakersfield_and_long beach.json,beverly hills_and_santa clarita.json,big bear lake_and_santa clarita.json,fresno_and_san bernardino.json,long beach_and_oakland.json,long beach_and_santa clarita.json,los angeles_and_santa clarita.json,mammoth lakes_and_santa clarita.json,oakland_and_san bernardino.json,san francisco_and_santa clarita.json,san jose_and_santa clarita.json,santa clarita_and_stockton.json,santa clarita_and_temecula.json"""
"saugus station","suburb","1","""Saugus, Santa Clarita, Los Angeles County, California, United States of America""","","-118.5168256","34.4493489","2","""los angeles_and_santa clarita.json,sacramento_and_santa clarita.json"""
"sausalito","administrative","118","""Sausalito, Marin County, California, United States of America""","","-122.4854693","37.8590272","90","""anaheim_and_sausalito.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_sacramento.json,anaheim_and_napa.json,berkeley_and_san jose.json,beverly hills_and_sausalito.json,avalon_and_sausalito.json,bakersfield_and_napa.json,bakersfield_and_sacramento.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_san francisco.json,berkeley_and_sausalito.json,berkeley_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_santa cruz.json,carlsbad_and_napa.json,carlsbad_and_sausalito.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san francisco.json,fremont_and_sausalito.json,fresno_and_los angeles.json,fresno_and_napa.json,fresno_and_san francisco.json,fresno_and_sausalito.json,huntington beach_and_mammoth lakes.json,huntington beach_and_sausalito.json,irvine_and_napa.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_sausalito.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_sausalito.json,malibu_and_sausalito.json,malibu_and_mammoth lakes.json,mammoth lakes_and_santa monica.json,monterey_and_sacramento.json,monterey_and_san luis obispo.json,monterey_and_santa barbara.json,monterey_and_sausalito.json,monterey_and_temecula.json,napa_and_sacramento.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san francisco.json,napa_and_san jose.json,napa_and_santa cruz.json,mammoth lakes_and_sausalito.json,newport beach_and_san jose.json,oakland_and_san francisco.json,oakland_and_san jose.json,oakland_and_santa ana.json,oakland_and_santa monica.json,oakland_and_sausalito.json,pasadena_and_san francisco.json,pasadena_and_sausalito.json,pismo beach_and_sausalito.json,riverside_and_san francisco.json,riverside_and_sausalito.json,sacramento_and_sausalito.json,san bernardino_and_sausalito.json,san diego_and_sausalito.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san francisco_and_sausalito.json,san francisco_and_temecula.json,newport beach_and_sausalito.json,sacramento_and_san francisco.json,santa clarita_and_sausalito.json,napa_and_sausalito.json,san jose_and_sausalito.json,san jose_and_temecula.json,san luis obispo_and_sausalito.json,santa ana_and_sausalito.json,santa barbara_and_sausalito.json,santa cruz_and_sausalito.json,santa monica_and_sausalito.json,sausalito_and_stockton.json"""
"sausalito - san francisco","cafe","2","""Sausalito Cafe, 100, 1st Street, Financial District, SF, California, 94105, United States of America""","94105","-122.3978152","37.7894159","1","huntington beach_and_sausalito.json"
"sausalito california","administrative","1","""Sausalito, Marin County, California, United States of America""","","-122.4854693","37.8590272","1","santa ana_and_sausalito.json"
"sausalito city","navigationaid","1","""Sausalito, Miwok Trail, Marin City, Marin County, California, 94965, United States of America""","94965","-122.522765","37.8553325","1","sacramento_and_sausalito.json"
"sausalito route","administrative","4","""Sausalito, Marin County, California, United States of America""","","-122.4854693","37.8590272","4","""bakersfield_and_sausalito.json,fremont_and_sausalito.json,newport beach_and_sausalito.json,santa barbara_and_sausalito.json"""
"sausalito yacht harbor","dock","1","""Sausalito Yacht Harbor, Sausalito, Marin County, California, United States of America""","","-122.4802505","37.8590938","4","""oakland_and_sausalito.json,san bernardino_and_sausalito.json,san francisco_and_sausalito.json,san jose_and_sausalito.json"""
"sausalito/marin county","administrative","9","""Sausalito, Marin County, California, United States of America""","","-122.4854693","37.8590272","9","""fremont_and_sausalito.json,long beach_and_sausalito.json,los angeles_and_sausalito.json,oakland_and_sausalito.json,san francisco_and_sausalito.json,napa_and_sausalito.json,san jose_and_sausalito.json,santa cruz_and_sausalito.json,sausalito_and_stockton.json"""
"sausolito","residential","1","""Sausolito Street, Canoga Park, LA, Los Angeles County, California, 91303, United States of America""","91303","-118.6160705","34.202136","1","newport beach_and_sausalito.json"
"savannah","administrative","4","""Savannah, Harveston, Temecula, Riverside County, California, United States of America""","","-117.160000996048","33.5398723","6","""berkeley_and_santa clarita.json,beverly hills_and_big bear lake.json,beverly hills_and_san luis obispo.json,newport beach_and_santa barbara.json,newport beach_and_stockton.json,pasadena_and_stockton.json"""
"savannah river","administrative","1","""Savannah, Harveston, Temecula, Riverside County, California, United States of America""","","-117.160000996048","33.5398723","1","beverly hills_and_big bear lake.json"
"sawtelle","neighbourhood","2","""Sawtelle, Brentwood, LA, Los Angeles County, California, 90025, United States of America""","90025","-118.4503562","34.0361107","2","""beverly hills_and_san jose.json,los angeles_and_santa monica.json"""
"scenic drive","residential","1","""Scenic Drive, Pinyon Crest, Riverside County, California, 92261, United States of America""","92261","-116.4388901","33.5986885","1","long beach_and_monterey.json"
"scenic road","residential","1","""Scenic Road, Carmel-by-the-Sea, Monterey County, California, 93921, United States of America""","93921","-121.9284886","36.5492648","7","""berkeley_and_long beach.json,berkeley_and_monterey.json,fremont_and_los angeles.json,los angeles_and_stockton.json,malibu_and_stockton.json,monterey_and_san jose.json,santa cruz_and_stockton.json"""
"schoolhouse creek","stream","1","""Schoolhouse Creek, Yuba County, California, United States of America""","","-121.1280509","39.415138","2","""huntington beach_and_mammoth lakes.json,mammoth lakes_and_temecula.json"""
"schulman grove","wood","1","""Schulman Grove, White Mountain Road, Inyo County, California, United States of America""","","-118.1770449","37.3854848","1","beverly hills_and_mammoth lakes.json"
